montant,heure,pays,appareil,type_transaction,nombre_transactions_24h,ecart_moyenne,transaction_etrangere,nouvel_appareil,transactions_rapides,categorie_commercant,score_risque_localisation,score_risque_ip,fraude
4846.62,23,Russia,ATM,withdrawal,5,-0.94,1,1,1,gaming,63,37,0
634.41,9,Germany,mobile,purchase,2,-1.17,1,1,1,travel,50,18,0
8801.62,14,Germany,web,transfer,7,1.16,1,0,0,electronics,19,48,0
1861.01,22,France,mobile,transfer,5,0.48,0,1,0,gaming,21,90,0
2714.5,15,South Africa,web,purchase,4,1.25,0,0,0,electronics,16,85,0
11223.85,14,Germany,mobile,withdrawal,1,1.16,0,0,1,luxury,92,57,0
822.9,8,Russia,ATM,transfer,1,-0.28,1,0,0,groceries,60,71,0
737.22,20,Madagascar,ATM,purchase,2,1.3,0,0,1,food,9,80,0
1663.04,18,Madagascar,web,transfer,1,2.06,1,1,0,electronics,10,46,0
8420.12,0,France,web,transfer,4,1.01,0,0,0,luxury,3,90,0
652.4,1,Germany,web,transfer,0,-0.27,1,1,0,electronics,21,36,1
175.54,5,France,mobile,payment,8,-0.05,0,0,0,luxury,8,42,0
1898.54,23,Russia,mobile,withdrawal,4,-1.09,0,0,0,gaming,28,31,0
5175.76,8,South Africa,web,purchase,4,0.36,0,0,1,groceries,68,4,0
9899.72,23,Nigeria,web,withdrawal,1,0.34,0,0,0,travel,71,4,0
1875.89,17,USA,mobile,transfer,3,0.38,1,0,0,electronics,66,20,0
1975.49,0,USA,mobile,transfer,1,-0.13,0,0,1,luxury,2,74,0
9451.24,9,Nigeria,ATM,payment,3,0.32,1,0,1,groceries,97,99,0
459.55,3,Nigeria,web,purchase,1,-0.5,1,0,1,groceries,49,49,0
2021.27,13,Nigeria,ATM,payment,5,1.16,0,1,0,luxury,72,97,0
3606.25,20,Madagascar,ATM,transfer,2,-0.81,1,0,0,groceries,88,39,0
4671.42,5,France,mobile,payment,5,1.98,0,0,0,gaming,38,96,0
1790.4,19,USA,web,purchase,6,-0.24,0,1,1,luxury,71,15,0
3085.41,4,Russia,mobile,purchase,3,0.96,0,1,0,luxury,2,48,0
247.56,14,South Africa,ATM,payment,2,-0.51,0,1,0,travel,45,68,0
1543.41,23,Nigeria,ATM,transfer,1,0.25,1,0,0,gaming,73,28,0
4691.51,9,France,ATM,purchase,1,-1.38,0,1,1,gaming,33,90,0
1116.22,2,USA,ATM,purchase,0,-1.47,0,1,0,travel,64,77,0
3162.08,16,USA,mobile,purchase,2,0.52,1,0,1,luxury,17,15,0
4660.47,8,France,ATM,purchase,3,0.01,0,0,0,luxury,6,66,0
2116.36,8,Madagascar,ATM,payment,1,0.93,0,1,0,electronics,21,52,0
3534.98,14,Nigeria,web,withdrawal,0,1.67,0,0,1,luxury,75,41,0
1138.27,17,Russia,web,payment,3,0.12,1,1,1,gaming,34,53,0
2424.52,2,USA,web,payment,1,0.85,0,1,1,luxury,74,1,0
5487.43,7,Germany,mobile,withdrawal,2,1.41,0,0,0,groceries,60,15,0
3487.61,2,Russia,web,payment,3,-0.14,1,0,1,luxury,49,15,0
1658.17,18,South Africa,mobile,purchase,2,-0.47,1,0,1,travel,72,21,0
3730.2,21,France,web,purchase,6,1.8,1,1,0,luxury,11,28,0
6091.26,12,Germany,ATM,transfer,5,-0.28,0,1,1,gaming,16,28,0
383.78,21,Germany,mobile,payment,1,-0.8,0,0,0,travel,91,13,0
9500.26,15,South Africa,web,transfer,2,1.03,0,0,0,electronics,53,19,0
2129.72,6,Germany,mobile,withdrawal,7,0.49,0,1,1,gaming,76,3,0
4561.88,19,Russia,ATM,purchase,3,-1.45,0,0,1,gaming,77,11,0
9869.92,4,Madagascar,mobile,transfer,2,-1.57,1,0,0,electronics,11,64,0
756.22,18,Nigeria,ATM,purchase,3,0.44,1,1,0,gaming,32,11,0
1466.39,1,Russia,mobile,purchase,5,2.04,1,1,0,gaming,83,37,1
2233.78,2,Germany,mobile,withdrawal,3,0.2,0,0,0,travel,94,75,0
1361.37,2,Nigeria,web,purchase,3,1.49,1,0,1,groceries,5,49,0
16897.76,1,France,web,payment,3,0.67,1,1,0,electronics,8,93,1
1265.51,15,Russia,mobile,payment,5,-1.03,0,1,1,gaming,64,13,0
1710.35,16,USA,mobile,withdrawal,2,-0.1,1,0,0,gaming,94,61,0
3656.97,15,Germany,web,transfer,3,0.75,0,1,1,groceries,15,54,0
895.92,15,Madagascar,web,payment,2,1.13,0,1,1,food,78,21,0
2006.85,18,USA,ATM,transfer,2,0.5,1,0,1,gaming,46,32,0
4094.72,16,USA,web,purchase,2,-0.41,0,1,1,electronics,7,40,0
2136.96,23,USA,ATM,purchase,2,-1.77,0,1,1,travel,1,35,0
2715.18,4,Germany,web,payment,1,0.59,0,0,0,electronics,3,22,0
1755.78,11,Russia,web,purchase,1,-0.17,1,0,0,food,96,91,0
655.59,21,Nigeria,mobile,purchase,2,-0.7,0,0,0,food,57,95,0
4111.71,11,Russia,web,purchase,0,-1.21,0,1,1,luxury,93,36,0
17239.06,6,Germany,web,payment,3,0.56,0,1,0,luxury,70,53,0
3036.32,6,Germany,ATM,withdrawal,5,-0.59,1,1,1,luxury,79,67,0
3734.11,3,Madagascar,ATM,withdrawal,4,-0.16,0,0,0,electronics,56,84,0
5959.39,5,Russia,web,transfer,2,0.04,1,1,1,travel,2,28,1
837.71,15,Nigeria,mobile,withdrawal,3,1.83,1,0,1,food,53,56,0
16358.69,7,Russia,mobile,withdrawal,4,2.37,1,1,1,gaming,58,24,1
3649.44,5,Madagascar,web,withdrawal,2,-1.02,0,0,0,travel,96,85,0
15242.71,22,Germany,mobile,payment,3,1.42,1,0,0,food,94,64,0
1432.2,18,Germany,ATM,purchase,2,-1.0,1,1,1,food,74,80,0
18362.43,9,Madagascar,web,transfer,2,-0.7,1,1,0,electronics,12,35,1
6471.45,15,Germany,mobile,payment,2,0.44,0,0,1,groceries,39,46,0
5182.49,1,Germany,ATM,withdrawal,1,1.63,1,0,1,travel,6,80,0
3766.96,13,Germany,mobile,withdrawal,3,1.22,0,0,0,food,74,65,0
2324.99,10,USA,ATM,transfer,1,-1.51,0,0,0,food,8,35,0
9902.39,23,France,ATM,purchase,1,1.0,1,1,0,gaming,88,48,0
3430.15,23,France,ATM,withdrawal,2,1.95,0,0,0,groceries,39,89,0
416.93,1,Nigeria,ATM,payment,4,1.0,1,1,1,food,9,55,1
975.37,2,Germany,mobile,purchase,1,-2.18,1,1,0,gaming,60,2,1
2475.39,21,Madagascar,mobile,payment,3,-0.13,0,1,1,luxury,83,5,0
4064.31,10,Russia,ATM,payment,6,-0.04,0,1,0,groceries,24,43,0
2816.95,3,Russia,ATM,purchase,3,1.36,1,1,1,groceries,15,20,1
10086.68,13,Russia,ATM,transfer,3,0.38,1,1,0,gaming,48,88,1
423.65,4,Russia,ATM,purchase,5,0.1,0,1,0,groceries,41,73,0
3441.24,2,France,mobile,withdrawal,2,-1.64,1,0,1,electronics,34,13,0
483.97,7,Madagascar,mobile,transfer,0,1.25,1,0,1,groceries,77,92,0
6372.28,9,Germany,ATM,payment,3,-0.09,1,1,1,gaming,39,65,0
2712.27,11,Madagascar,web,payment,0,0.18,0,0,1,travel,94,17,0
4535.13,7,Nigeria,mobile,withdrawal,1,-0.61,1,0,1,groceries,43,15,0
1256.54,22,Russia,mobile,transfer,2,-0.75,0,1,1,travel,78,77,0
10715.7,6,USA,ATM,payment,2,0.57,1,0,1,travel,13,55,0
8448.34,1,Madagascar,web,payment,4,0.23,1,0,1,electronics,86,49,0
5343.01,11,Nigeria,web,payment,5,0.34,0,1,1,luxury,17,42,0
2618.83,21,Germany,web,transfer,2,-1.83,0,1,0,travel,56,77,0
5323.35,19,France,mobile,payment,2,2.06,0,0,0,luxury,26,25,0
1470.13,10,Germany,mobile,purchase,2,1.36,0,1,0,gaming,42,14,0
7013.24,8,USA,mobile,purchase,3,0.4,0,0,0,food,45,40,0
15513.73,4,Nigeria,mobile,withdrawal,2,-0.63,0,1,1,food,84,73,1
8695.93,5,Germany,mobile,withdrawal,2,-1.48,1,0,0,food,75,39,0
1437.12,6,France,web,purchase,5,-0.74,0,1,1,groceries,50,60,0
4278.75,13,Germany,mobile,transfer,2,-0.31,1,1,0,luxury,92,83,1
818.0,17,France,web,purchase,3,0.34,1,0,1,groceries,0,67,0
5283.74,14,USA,web,purchase,1,0.26,1,0,1,travel,38,30,0
4677.89,0,Madagascar,mobile,withdrawal,2,-0.72,1,0,1,groceries,90,30,0
459.52,15,Russia,web,withdrawal,5,-0.7,1,0,0,gaming,35,76,0
932.82,14,France,mobile,payment,1,2.26,0,1,0,travel,41,1,0
2245.9,21,Madagascar,mobile,purchase,4,-0.63,0,0,1,luxury,18,78,0
2206.45,8,South Africa,ATM,transfer,5,0.62,1,0,1,groceries,29,32,0
889.38,6,Germany,ATM,purchase,2,-1.16,1,0,1,travel,98,61,0
4398.32,11,Russia,web,payment,2,-0.8,1,1,0,luxury,77,77,0
3833.27,8,France,ATM,purchase,2,-0.75,0,1,1,electronics,75,1,0
2454.63,11,Germany,web,payment,6,1.4,1,1,1,food,76,0,0
1399.97,10,Germany,mobile,purchase,3,-1.15,1,1,0,travel,6,42,0
8507.53,2,Russia,ATM,transfer,1,-0.14,1,0,1,luxury,86,71,0
15605.94,12,Germany,mobile,payment,4,0.01,0,0,1,gaming,57,90,0
1838.01,4,France,web,withdrawal,0,1.1,0,0,0,electronics,76,5,0
1616.2,21,South Africa,mobile,purchase,5,-0.98,1,1,1,food,5,80,0
4871.75,21,Madagascar,web,transfer,1,0.25,1,0,0,travel,87,32,0
2083.85,20,Germany,mobile,payment,1,-0.07,0,0,1,electronics,49,39,0
2593.08,17,South Africa,ATM,purchase,5,1.11,1,0,1,travel,43,90,0
6245.73,10,Russia,mobile,transfer,4,0.18,0,0,1,electronics,2,17,0
441.71,2,Germany,web,withdrawal,3,-0.1,1,0,0,groceries,81,88,1
11140.05,21,USA,mobile,transfer,2,2.86,1,0,0,gaming,22,50,0
3205.68,8,Madagascar,ATM,purchase,2,-1.8,0,0,0,groceries,99,53,0
1975.36,7,USA,mobile,payment,2,1.22,0,1,0,groceries,9,50,0
2726.48,23,Russia,ATM,withdrawal,1,-1.72,0,0,1,travel,39,2,0
2871.04,7,Russia,web,payment,1,-0.22,1,1,0,luxury,75,97,1
527.84,12,Nigeria,web,withdrawal,3,-0.34,0,0,0,luxury,50,68,0
13292.27,10,USA,mobile,withdrawal,3,-0.71,0,1,1,food,83,9,0
3106.73,5,Germany,mobile,withdrawal,2,-1.08,1,0,1,electronics,22,26,0
4642.47,12,Germany,web,purchase,3,-0.29,1,0,0,food,29,44,0
7719.85,10,USA,web,withdrawal,2,-0.04,0,0,0,gaming,93,60,0
1073.67,13,USA,ATM,transfer,4,-0.71,0,0,0,travel,0,96,0
4786.1,13,Madagascar,mobile,payment,2,-0.26,0,0,0,groceries,65,25,0
2280.98,18,Germany,ATM,withdrawal,3,-0.06,0,0,0,gaming,8,90,0
6951.9,4,South Africa,mobile,transfer,3,-0.1,1,0,1,groceries,62,98,1
355.23,14,South Africa,ATM,purchase,4,0.46,1,0,0,travel,70,31,0
2699.73,12,Madagascar,web,purchase,4,-0.38,0,0,1,groceries,56,63,0
1631.38,23,France,mobile,payment,6,0.22,1,1,0,food,80,24,0
4592.88,15,Nigeria,mobile,payment,1,0.54,0,1,0,electronics,26,89,0
4769.73,18,Nigeria,ATM,withdrawal,4,1.07,1,0,0,travel,58,62,0
1469.05,16,Germany,ATM,transfer,1,-0.26,0,1,1,groceries,42,25,0
1462.39,15,USA,ATM,purchase,3,0.03,1,0,0,travel,71,87,0
2668.67,13,South Africa,ATM,payment,0,1.8,1,1,1,electronics,20,66,0
1216.04,16,Madagascar,web,withdrawal,4,1.0,1,0,1,groceries,48,85,0
6918.7,6,Nigeria,mobile,withdrawal,0,-1.44,0,0,1,groceries,30,8,0
2060.68,5,Russia,mobile,withdrawal,3,-1.67,1,1,1,groceries,96,38,1
162.88,4,Nigeria,ATM,purchase,4,-1.18,1,0,0,luxury,74,13,0
2049.15,23,USA,mobile,withdrawal,2,-1.19,0,1,1,gaming,96,0,0
1055.17,23,Madagascar,ATM,purchase,4,0.23,1,1,0,luxury,68,58,0
583.31,0,Madagascar,mobile,transfer,2,-0.83,0,0,0,groceries,57,38,0
864.86,15,Nigeria,web,transfer,5,1.56,1,0,0,food,31,36,0
3325.61,22,Russia,web,transfer,1,-0.26,1,1,1,electronics,89,70,0
11255.82,13,Germany,ATM,payment,5,-1.17,0,0,1,travel,38,37,0
4077.28,1,Germany,mobile,purchase,4,-0.69,1,0,1,groceries,4,96,1
1625.38,3,USA,mobile,payment,3,-0.29,1,1,0,electronics,44,84,1
4702.76,0,Madagascar,mobile,purchase,3,-0.11,1,0,1,electronics,72,15,0
1883.54,1,Russia,mobile,payment,3,-2.07,1,1,0,gaming,47,89,1
1488.31,8,France,mobile,purchase,1,0.05,1,0,1,travel,0,95,0
939.77,0,USA,web,transfer,2,-0.24,0,1,0,electronics,59,59,0
517.07,22,France,ATM,withdrawal,2,-2.18,0,0,0,gaming,13,59,0
2018.43,19,Russia,web,transfer,1,1.05,0,0,0,groceries,21,92,0
3491.38,22,South Africa,web,withdrawal,5,1.66,0,1,1,groceries,40,10,0
2706.4,15,France,web,purchase,1,-1.03,1,0,0,travel,3,48,0
1966.54,13,Madagascar,web,payment,2,-0.93,1,0,1,electronics,37,56,0
1157.77,22,Nigeria,mobile,withdrawal,3,0.94,0,1,1,gaming,51,43,0
5476.64,12,Madagascar,ATM,withdrawal,5,-0.22,1,1,1,food,1,96,1
798.61,18,South Africa,ATM,purchase,7,1.66,1,0,0,food,1,21,0
6477.1,14,Nigeria,web,payment,5,-0.86,0,0,1,food,5,6,0
1094.2,17,Germany,ATM,withdrawal,3,-0.44,0,0,1,food,76,41,0
1404.68,2,Germany,mobile,withdrawal,5,0.01,1,0,0,luxury,23,30,0
687.61,14,Nigeria,mobile,transfer,5,-0.31,1,0,0,food,25,53,0
1805.51,14,Russia,web,transfer,3,1.35,1,1,1,gaming,50,76,0
7905.49,4,Nigeria,web,payment,6,-1.49,1,0,1,gaming,34,79,0
4992.18,12,South Africa,ATM,withdrawal,4,-1.55,0,0,0,luxury,29,90,0
7930.11,23,France,mobile,purchase,5,-0.48,1,1,1,luxury,84,85,1
5024.81,19,Nigeria,ATM,payment,2,-2.1,1,1,1,travel,16,79,0
988.64,15,South Africa,ATM,withdrawal,2,0.52,0,0,0,food,96,10,0
2141.39,21,Russia,mobile,withdrawal,3,0.34,0,0,0,food,45,27,0
1366.22,19,USA,ATM,transfer,3,-0.35,1,1,1,electronics,0,30,0
11277.61,14,Madagascar,mobile,transfer,1,-0.17,1,0,0,travel,53,58,0
900.74,13,USA,mobile,withdrawal,4,0.15,0,0,0,groceries,37,13,0
7285.91,8,Nigeria,mobile,transfer,5,-0.38,1,0,0,gaming,21,20,0
7280.49,20,Russia,web,transfer,5,-0.49,1,1,1,luxury,69,13,0
18575.9,17,Madagascar,ATM,transfer,1,-1.48,0,0,0,food,76,62,0
1978.93,16,USA,mobile,withdrawal,5,-1.24,0,1,1,groceries,46,36,0
6077.34,4,Nigeria,web,transfer,4,1.65,1,0,1,travel,31,13,0
29192.05,14,USA,web,transfer,2,-0.25,1,0,1,luxury,60,90,1
1607.38,23,Nigeria,mobile,transfer,2,0.22,1,1,0,groceries,6,28,0
642.24,10,Russia,web,payment,2,-0.38,1,0,1,groceries,29,33,0
454.86,21,Madagascar,web,payment,4,-0.06,0,0,0,travel,16,10,0
6079.71,11,Nigeria,ATM,transfer,4,-0.21,1,1,1,travel,79,49,0
453.43,6,Germany,mobile,withdrawal,4,3.23,0,0,0,gaming,54,52,0
2054.28,19,Germany,web,purchase,1,-0.45,1,1,0,luxury,24,72,0
4616.14,20,France,mobile,transfer,3,0.97,1,1,0,groceries,56,11,0
3587.37,8,Germany,mobile,payment,4,2.13,1,0,1,groceries,21,82,0
4561.67,2,USA,mobile,withdrawal,1,0.28,1,0,0,luxury,26,49,0
3723.02,16,Russia,web,transfer,1,0.97,1,0,0,travel,81,0,0
10709.28,23,France,mobile,purchase,2,0.09,1,1,1,food,65,14,0
1150.19,8,Nigeria,ATM,withdrawal,1,2.57,0,1,1,groceries,32,1,0
1514.75,10,Nigeria,web,payment,1,-0.03,1,0,0,gaming,63,77,0
1376.56,13,South Africa,ATM,payment,2,-0.54,0,1,0,travel,52,49,0
6837.6,9,Nigeria,ATM,withdrawal,3,0.57,0,0,0,gaming,56,15,0
7334.9,3,Madagascar,web,transfer,2,0.36,1,0,1,gaming,48,14,0
4680.8,15,USA,ATM,purchase,1,2.46,0,0,0,groceries,37,72,0
9735.1,15,Nigeria,ATM,purchase,3,0.48,0,1,0,luxury,80,22,0
917.78,11,USA,ATM,payment,4,-0.02,1,0,0,gaming,13,56,0
15791.45,5,USA,ATM,transfer,3,-2.21,0,1,1,luxury,67,52,1
13673.82,6,Russia,ATM,payment,1,1.82,1,0,0,gaming,21,58,0
6220.6,22,France,mobile,withdrawal,2,1.77,1,0,0,gaming,66,38,0
17708.48,7,Madagascar,web,payment,1,0.08,0,0,0,food,34,10,0
568.71,5,Russia,ATM,withdrawal,4,1.73,0,0,1,travel,9,21,0
1764.38,6,Russia,ATM,transfer,2,1.06,0,1,0,electronics,0,8,0
1428.95,8,France,mobile,transfer,3,0.15,1,1,0,electronics,39,86,1
6133.25,15,France,ATM,payment,3,2.2,1,0,0,travel,34,45,0
1043.0,21,South Africa,ATM,purchase,1,1.25,1,1,0,travel,27,1,0
6358.17,12,Germany,mobile,transfer,4,0.32,1,0,1,electronics,87,54,0
11737.41,14,Madagascar,mobile,transfer,5,0.82,1,0,0,travel,92,95,0
5974.18,17,South Africa,web,payment,11,0.08,1,1,1,groceries,37,14,1
3959.02,3,USA,web,purchase,2,1.69,0,0,0,gaming,24,33,0
1110.01,4,Nigeria,mobile,transfer,4,1.07,1,0,0,food,18,50,0
1278.12,7,USA,mobile,withdrawal,5,-1.34,1,1,0,groceries,81,86,1
10400.6,3,USA,web,payment,3,-0.74,0,1,0,gaming,40,12,0
6498.65,16,South Africa,web,purchase,2,0.99,0,1,0,electronics,52,33,0
2866.88,16,Russia,mobile,purchase,3,-0.15,1,0,1,luxury,75,74,0
1962.73,1,Germany,mobile,withdrawal,2,-0.84,1,1,1,food,1,54,1
393.15,23,France,mobile,purchase,4,0.53,0,0,0,electronics,62,42,0
1021.62,15,Nigeria,web,purchase,8,-0.02,0,1,0,food,96,47,0
20159.26,18,Germany,mobile,withdrawal,5,-0.67,1,0,0,gaming,97,32,0
828.44,21,Germany,ATM,payment,2,0.95,1,0,0,travel,45,25,0
3602.85,6,Nigeria,ATM,withdrawal,2,1.88,1,0,1,groceries,3,98,0
8163.63,10,Madagascar,mobile,payment,2,0.67,1,1,0,groceries,60,28,0
849.86,0,Russia,ATM,withdrawal,3,0.37,0,1,0,gaming,36,32,0
3585.71,20,France,ATM,purchase,1,-0.63,0,0,0,travel,89,6,0
7615.31,17,Germany,ATM,payment,3,1.43,1,0,0,luxury,35,69,0
3018.45,6,France,mobile,withdrawal,6,1.06,0,0,0,food,21,31,0
52491.32,12,France,web,withdrawal,2,0.5,0,1,0,groceries,57,15,0
561.94,2,Russia,web,transfer,5,-0.24,1,0,1,luxury,20,24,0
8593.22,8,Madagascar,ATM,payment,2,0.37,0,0,0,luxury,55,3,0
2507.89,16,Madagascar,ATM,withdrawal,0,1.81,0,0,0,travel,30,91,0
6450.55,1,Germany,mobile,purchase,5,-0.12,1,0,1,gaming,98,84,1
4634.61,14,USA,ATM,payment,1,-0.95,1,1,1,food,85,27,0
1432.02,8,Nigeria,web,purchase,3,1.79,1,0,0,groceries,39,93,0
3748.07,6,Russia,mobile,payment,3,0.45,1,0,0,groceries,8,1,0
465.03,18,Madagascar,ATM,purchase,2,-0.03,0,0,0,groceries,78,77,0
5449.33,10,France,web,withdrawal,1,-0.86,0,0,0,electronics,56,10,0
4016.47,23,Nigeria,web,payment,1,0.05,0,0,1,gaming,69,19,0
5645.76,20,Madagascar,web,payment,4,-0.72,0,0,0,luxury,48,6,0
8587.98,17,Madagascar,ATM,purchase,3,2.25,1,0,1,electronics,41,78,0
4305.38,16,South Africa,mobile,purchase,2,0.47,0,0,0,food,25,87,0
3456.77,21,Nigeria,mobile,withdrawal,1,1.55,1,1,0,groceries,86,48,0
1235.13,3,South Africa,mobile,payment,3,-0.12,1,0,0,food,1,91,1
1462.32,1,France,ATM,transfer,2,0.02,1,0,0,gaming,44,8,0
9766.71,16,Madagascar,ATM,withdrawal,1,1.41,0,0,0,electronics,6,44,0
12535.69,22,Nigeria,mobile,transfer,1,-0.77,1,0,1,travel,45,52,0
2349.34,19,France,web,transfer,4,0.34,1,0,0,groceries,14,39,0
3121.29,0,Germany,web,payment,6,2.46,0,1,1,luxury,43,59,0
1206.39,12,Madagascar,web,payment,2,-0.17,1,0,0,luxury,89,95,0
9631.14,9,Nigeria,web,withdrawal,3,0.17,1,1,1,food,90,89,1
5798.86,16,France,ATM,withdrawal,5,0.72,0,1,1,groceries,72,98,0
20769.01,22,Russia,web,transfer,4,-0.52,0,1,0,luxury,16,13,0
1238.53,20,Madagascar,web,withdrawal,3,-0.33,0,1,1,luxury,24,19,0
2042.63,16,Nigeria,ATM,purchase,3,0.34,1,1,1,gaming,22,14,0
3757.26,10,Germany,mobile,withdrawal,3,0.09,0,0,1,food,74,67,0
5690.14,8,Russia,ATM,payment,3,0.01,1,0,1,gaming,99,1,0
2402.66,2,USA,mobile,payment,7,1.1,1,1,0,luxury,93,53,1
1245.18,9,USA,mobile,transfer,3,0.13,0,1,1,gaming,87,48,0
7196.91,16,France,mobile,withdrawal,2,-0.05,1,0,1,gaming,13,30,0
6131.14,15,USA,ATM,purchase,3,1.33,1,0,0,travel,74,64,0
1192.4,15,France,web,transfer,5,0.19,1,0,1,food,56,73,0
11561.58,14,Germany,ATM,payment,1,0.64,0,0,0,gaming,14,61,0
9606.53,12,Russia,ATM,withdrawal,2,0.24,0,0,0,electronics,78,17,0
3409.42,1,South Africa,mobile,purchase,4,-1.0,0,0,0,travel,57,79,0
3227.93,5,France,ATM,transfer,2,-0.06,1,1,0,luxury,85,71,1
5187.76,2,France,web,payment,4,-0.59,0,1,0,travel,27,40,0
1259.28,23,Russia,ATM,purchase,3,-2.3,1,0,1,travel,3,95,0
3071.84,0,Russia,mobile,transfer,1,1.08,0,0,1,groceries,14,72,0
346.41,16,Russia,web,payment,5,0.62,0,1,1,groceries,66,8,0
7161.36,23,Russia,web,purchase,2,0.41,1,0,1,electronics,67,11,0
625.47,0,Nigeria,ATM,purchase,3,-0.59,0,1,0,luxury,71,2,0
13405.49,10,France,web,purchase,5,1.56,1,1,0,food,16,12,0
2142.82,3,France,ATM,payment,4,0.41,1,0,1,food,71,22,0
2412.29,10,South Africa,ATM,transfer,5,-1.51,1,0,1,travel,69,74,0
1591.24,12,USA,mobile,transfer,4,0.13,0,0,0,electronics,45,88,0
2234.92,21,South Africa,web,withdrawal,4,-0.35,1,1,1,electronics,79,67,0
12314.48,16,South Africa,ATM,payment,2,0.4,1,0,1,food,1,41,0
247.69,19,France,web,payment,1,-0.94,0,1,1,groceries,39,82,0
10688.95,20,Madagascar,web,transfer,2,-0.78,0,0,1,travel,6,16,0
4179.82,12,South Africa,ATM,transfer,4,0.87,1,0,0,groceries,6,91,0
891.57,16,Madagascar,mobile,transfer,5,-1.5,1,0,1,gaming,15,82,0
1017.08,1,Madagascar,mobile,withdrawal,3,0.11,1,1,1,groceries,75,57,1
15936.91,1,Madagascar,ATM,withdrawal,2,1.11,1,0,1,electronics,45,87,1
1158.05,21,Germany,ATM,withdrawal,3,-0.71,1,0,1,groceries,72,31,0
940.72,17,France,mobile,payment,6,-1.01,0,1,0,luxury,65,47,0
9295.77,5,South Africa,mobile,transfer,4,1.98,0,1,0,travel,50,37,0
4182.03,1,Russia,mobile,payment,1,-1.13,0,1,0,luxury,53,11,0
1166.86,22,USA,web,transfer,3,0.8,0,0,1,food,25,37,0
3701.99,10,Germany,ATM,transfer,3,-0.64,1,0,0,electronics,83,72,0
1068.75,16,South Africa,mobile,transfer,4,-0.37,1,1,1,luxury,86,93,1
8962.65,8,South Africa,ATM,payment,2,-0.93,0,1,1,food,40,84,0
8615.95,19,Russia,web,purchase,2,-0.5,0,0,0,groceries,62,55,0
5074.62,4,Germany,ATM,purchase,2,-1.5,0,0,0,groceries,43,48,0
4279.8,19,South Africa,mobile,transfer,5,0.0,0,0,0,travel,12,22,0
17347.23,14,South Africa,mobile,withdrawal,1,2.89,0,1,1,food,91,58,0
2980.02,16,France,ATM,transfer,3,-0.67,1,1,0,electronics,85,59,0
914.27,9,Germany,ATM,withdrawal,2,-0.15,1,0,1,gaming,37,22,0
4672.61,5,USA,web,withdrawal,5,-0.93,0,0,0,electronics,19,67,0
24005.71,12,Germany,web,purchase,3,-0.27,0,0,1,food,42,11,0
1080.57,20,Germany,mobile,withdrawal,4,-0.79,0,0,0,food,65,84,0
2076.7,15,South Africa,mobile,payment,3,-2.09,0,0,0,travel,30,37,0
4520.81,23,Germany,mobile,payment,2,-0.97,1,1,1,travel,86,39,0
2824.52,1,Germany,mobile,transfer,2,-1.0,0,0,1,electronics,91,47,0
1116.21,19,South Africa,ATM,purchase,0,0.69,0,1,1,travel,2,52,0
9153.19,4,South Africa,web,transfer,3,-0.61,0,1,0,electronics,62,82,1
30334.49,23,Germany,mobile,withdrawal,2,0.09,0,0,0,electronics,9,92,0
3626.89,16,Madagascar,web,transfer,2,-0.7,1,1,0,groceries,81,15,0
1207.05,6,Germany,mobile,withdrawal,1,-0.84,0,0,1,food,26,8,0
633.36,23,Germany,mobile,withdrawal,5,2.04,0,1,1,gaming,17,20,0
3858.28,16,South Africa,ATM,payment,1,-0.16,1,0,1,gaming,73,28,0
8990.08,4,France,ATM,transfer,4,0.45,1,0,1,travel,54,67,0
4794.23,5,Russia,ATM,payment,4,1.4,0,1,1,food,50,86,1
2973.8,9,USA,ATM,withdrawal,3,0.26,1,0,1,electronics,34,44,0
1653.63,4,Germany,web,transfer,0,0.5,0,0,0,food,44,39,0
1000.08,13,France,mobile,payment,3,-0.48,1,0,1,food,81,10,0
6868.85,19,South Africa,mobile,purchase,1,-1.73,0,1,1,groceries,21,56,0
7433.65,13,Germany,ATM,withdrawal,2,2.99,0,1,0,travel,19,65,0
635.41,1,France,ATM,transfer,5,-0.53,1,0,1,groceries,78,2,0
14615.52,8,Nigeria,ATM,withdrawal,2,2.11,0,1,1,travel,2,77,0
5292.63,17,South Africa,ATM,purchase,1,0.74,1,1,1,electronics,17,58,0
12083.48,17,France,mobile,payment,3,-3.21,1,0,1,gaming,45,32,0
778.89,21,Germany,ATM,transfer,4,-0.05,1,1,1,electronics,12,74,0
760.65,8,Germany,web,transfer,1,0.97,0,0,0,travel,31,66,0
2568.38,4,Nigeria,mobile,payment,4,0.54,1,0,0,electronics,14,61,0
4928.47,17,Germany,web,payment,1,-1.53,1,1,0,travel,14,41,0
17968.24,11,South Africa,mobile,withdrawal,1,0.47,1,0,1,travel,56,5,0
6039.51,5,France,ATM,payment,3,0.11,1,1,0,electronics,11,8,1
2338.63,16,USA,ATM,withdrawal,3,-0.23,1,0,1,gaming,8,48,0
1068.09,13,South Africa,ATM,withdrawal,1,0.47,0,1,0,gaming,42,1,0
10198.55,9,USA,mobile,purchase,4,-1.31,0,1,0,travel,11,16,0
1136.03,18,France,mobile,transfer,1,-1.25,1,0,1,groceries,66,67,0
15191.15,2,South Africa,web,withdrawal,9,-0.02,1,0,0,gaming,83,25,1
2243.1,9,Madagascar,ATM,payment,3,0.36,0,0,1,gaming,83,19,0
